Custid,Year_Birth,Dependents,Income,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,CatPurchase,Recomendation,DepVar,Gender_M,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Together,Marital_Status_Widow
3492,1966,1,73096.8,65,13,194.48,80,0,14,3,3,54,46,5,0,1,0,1,0,0,0,1,0,0
3494,1948,0,75715.5,74,37,1799.2,43,13,30,2,12,10,90,5,0,0,0,0,0,0,0,0,1,0
3495,1962,0,84810.6,17,26,808.08,80,2,16,1,1,49,51,5,0,0,0,1,0,0,0,1,0,0
3500,1977,1,55762.35,70,12,124.8,38,12,38,0,12,58,42,4,0,0,0,0,0,0,0,1,0,0
3509,1975,1,60270.0,10,9,70.72,45,8,36,6,5,52,48,4,0,0,1,0,0,0,0,0,1,0
3511,1971,1,66987.9,16,9,67.6,55,5,31,3,6,51,49,2,0,0,0,1,0,0,0,0,1,0
3512,1942,0,100258.2,26,22,738.4,60,7,18,12,3,45,55,3,0,0,0,1,0,0,1,0,0,0
3530,1947,0,119868.0,30,20,864.24,27,9,37,12,15,9,91,5,0,0,0,0,0,0,0,0,0,1
3531,1993,1,23121.0,79,5,13.52,16,19,34,9,21,41,59,3,0,1,0,1,0,0,0,0,1,0
3533,1946,0,107879.1,5,40,1998.88,42,5,42,6,5,15,85,5,1,0,0,1,0,0,0,1,0,0
3541,1992,0,31904.25,3,15,225.68,14,33,27,10,16,53,47,3,0,0,0,1,0,0,0,1,0,0
3543,1984,1,42438.9,52,20,358.8,72,6,18,3,1,60,40,4,0,0,0,1,0,0,0,0,1,0
3545,1941,0,117878.25,34,40,2000.96,28,6,49,9,8,17,83,5,0,0,0,1,0,0,0,0,1,0
3549,1992,0,44284.8,92,10,65.52,28,14,20,14,25,52,48,3,0,0,0,1,0,0,0,0,0,0
3561,1965,0,78922.2,42,33,1257.36,10,34,23,6,28,46,54,5,0,0,1,0,0,0,0,0,0,0
3569,1940,1,118446.3,61,42,1929.2,65,4,26,3,2,39,61,5,0,0,0,1,0,0,0,0,0,1
3570,1990,1,34337.1,90,11,90.48,48,12,27,4,10,39,61,5,0,0,0,1,0,0,0,0,0,0
3576,1959,1,71288.7,70,17,460.72,71,2,14,6,7,25,75,4,0,0,0,0,0,0,0,0,1,0
3577,1950,0,97525.05,80,23,853.84,80,2,13,3,2,35,65,3,0,0,0,1,0,0,0,1,0,0
3579,1956,1,97294.05,91,28,926.64,32,1,44,3,20,53,47,5,0,1,0,0,0,0,0,0,0,0
3582,1990,1,74062.83887289166,30,9,36.4,16,11,32,26,15,65,35,3,0,0,0,1,0,0,0,0,0,0
3583,1986,1,41253.45,36,9,28.08,58,8,23,5,6,62,38,4,0,0,0,0,1,0,0,0,1,0
3585,1971,1,64076.25,10,12,156.0,55,2,39,3,1,47,53,4,0,0,0,1,0,0,0,0,1,0
3596,1969,1,44922.15,3,23,559.52,85,1,10,3,1,41,59,4,0,0,0,1,0,0,0,0,0,0
3607,1967,1,68730.9,6,19,450.32,87,0,9,2,2,43,57,4,0,0,0,1,0,0,0,1,0,0
3620,1970,1,74062.83887289166,84,21,453.44,93,0,4,1,1,53,47,2,0,0,0,1,0,0,0,1,0,0
3626,1949,1,101772.3,46,23,748.8,67,3,22,4,4,38,62,2,0,1,0,1,0,0,0,0,0,0
3631,1979,1,81932.55,16,18,451.36,83,2,14,0,1,45,55,5,0,1,0,1,0,0,0,0,0,0
3637,1943,0,122426.85,67,32,1602.64,55,5,38,2,0,13,87,5,1,1,0,1,0,0,0,0,1,0
3649,1963,1,79287.6,23,14,195.52,86,0,12,1,1,63,37,5,0,0,0,1,0,0,1,0,0,0
3651,1954,1,90061.65,77,19,564.72,37,6,40,10,7,35,65,4,0,0,0,1,0,0,0,0,1,0
3655,1941,0,123678.45,75,36,1858.48,19,4,44,14,19,8,92,5,0,1,0,1,0,0,0,1,0,0
3658,1994,1,27078.45,65,14,78.0,21,38,15,17,9,68,32,2,0,0,0,0,0,0,0,0,0,0
3663,1949,0,110799.15,2,39,1933.36,35,2,42,11,9,18,82,4,0,1,0,1,0,0,0,0,1,0
3665,1949,0,91910.7,64,32,1466.4,49,3,29,7,12,13,87,5,0,0,0,1,0,0,0,0,1,0
3670,1961,1,86763.6,92,25,799.76,46,10,30,4,9,46,54,4,0,0,0,1,0,0,0,1,0,0
3672,1974,1,58620.45,94,10,66.56,73,4,17,5,0,56,44,2,0,0,0,1,0,0,0,1,0,0
3675,1953,0,74062.83887289166,68,36,1469.52,31,12,40,5,12,42,58,4,1,0,0,1,0,0,0,0,1,0
3676,1944,0,112497.0,57,35,1730.56,57,6,36,1,1,15,85,5,0,0,0,0,1,0,0,1,0,0
3684,1961,1,78335.25,63,21,500.24,93,0,6,0,0,54,46,4,0,0,0,0,1,0,1,0,0,0
3687,1993,0,25510.8,70,11,54.08,24,8,37,19,12,60,40,2,0,1,0,1,0,0,0,0,1,0
3690,1950,0,120352.05,46,33,1668.16,54,5,19,7,15,13,87,4,0,0,0,1,0,0,0,0,0,0
3693,1979,1,54785.85,27,11,125.84,76,1,21,1,1,47,53,3,0,0,0,0,1,0,0,1,0,0
3700,1951,1,103221.3,35,18,409.76,48,8,33,3,8,57,43,3,0,0,0,0,1,0,0,0,0,0
3705,1957,1,92359.05,40,14,305.76,28,24,28,15,5,33,67,5,0,1,0,1,0,0,0,1,0,0
3711,1989,1,43623.3,59,11,54.08,32,7,49,9,3,69,31,2,0,0,0,1,0,0,0,0,1,0
3712,1975,0,67097.1,65,30,1068.08,60,4,23,2,11,31,69,4,0,0,0,1,0,0,0,1,0,0
3721,1962,0,79752.75,72,31,1258.4,83,3,12,0,2,33,67,5,0,0,0,1,0,0,0,0,0,0
3724,1943,1,90578.25,75,36,1466.4,81,0,16,2,1,31,69,4,0,0,0,0,0,1,0,0,0,0
3731,1944,0,123953.55,57,33,1667.12,36,4,51,6,4,13,87,4,0,1,0,0,1,0,1,0,0,0
3733,1965,1,62701.8,196,7,20.8,59,10,23,4,3,59,41,3,0,0,0,1,0,0,0,0,1,0
3738,1968,1,77810.25,61,26,797.68,82,2,14,2,0,43,57,5,0,0,0,0,0,0,0,0,0,1
3740,1983,1,69763.05,1,24,626.08,71,0,26,1,2,57,43,5,0,0,0,0,0,1,0,1,0,0
3743,1995,0,27156.15,70,10,32.24,16,21,26,12,25,59,41,4,0,0,1,0,0,0,0,0,0,0
3748,1969,1,59647.35,92,11,154.96,90,1,8,1,1,42,58,4,0,0,0,0,1,0,0,1,0,0
3752,1966,1,84122.85,89,23,795.6,72,1,25,1,1,40,60,5,0,1,0,0,1,0,0,1,0,0
3756,1988,1,45837.75,349,8,18.72,28,10,53,7,2,59,41,2,0,0,1,0,0,0,0,0,1,0
3775,1967,1,56826.0,30,14,229.84,70,0,23,2,5,35,65,5,0,0,0,1,0,0,0,1,0,0
3777,1980,1,50632.05,81,15,266.24,51,16,31,0,1,32,68,3,0,0,0,1,0,0,0,1,0,0
3780,1958,0,97589.1,86,25,862.16,35,15,24,9,17,44,56,2,0,0,0,1,0,0,1,0,0,0
3788,1971,1,68733.0,58,16,229.84,74,1,24,1,1,57,43,4,0,1,0,0,0,1,0,0,1,0
3796,1950,0,102318.3,26,33,1527.76,27,1,42,11,18,17,83,5,0,1,0,0,0,0,0,0,0,1
3798,1956,0,84203.7,26,29,1183.52,68,3,25,1,3,22,78,5,0,0,0,0,0,0,0,1,0,0
3801,1951,1,82386.15,83,18,516.88,68,9,9,11,3,36,64,4,0,0,0,1,0,0,0,1,0,0
3802,1938,0,116982.6,71,25,1121.12,74,4,21,1,0,13,87,3,0,0,0,1,0,0,0,0,1,0
3811,1953,0,98932.05,29,27,1062.88,39,4,36,9,12,32,68,5,0,1,0,1,0,0,0,0,1,0
3820,1995,0,39398.1,70,18,274.56,4,42,30,0,23,71,29,4,0,1,1,0,0,0,0,0,0,0
3828,1997,1,17224.2,28,9,22.88,6,31,16,30,17,56,44,4,0,0,1,0,0,0,0,0,0,0
3830,1953,1,108971.1,19,21,737.36,78,1,15,3,3,39,61,5,0,0,0,1,0,0,0,0,1,0
3831,1944,0,114849.0,45,29,1389.44,20,14,40,17,9,14,86,5,0,0,0,1,0,0,0,1,0,0
3836,1984,0,55840.05,14,28,854.88,31,6,30,17,17,48,52,5,0,0,0,0,0,0,0,1,0,0
3841,1942,0,101603.25,44,31,1530.88,40,3,48,0,9,7,93,5,0,0,0,0,1,0,1,0,0,0
3846,1988,1,42045.15,28,10,32.24,39,5,42,6,8,63,37,4,0,0,0,0,1,0,0,0,1,0
3847,1985,1,37025.1,26,10,35.36,40,6,47,1,6,62,38,3,0,1,0,1,0,0,0,0,0,0
3849,1964,1,77392.35,50,27,874.64,82,2,14,1,1,48,52,5,0,0,0,0,0,0,0,0,1,0
3858,1941,0,111586.65,78,27,1193.92,35,3,49,11,2,25,75,5,0,0,0,1,0,0,0,0,1,0
3865,1977,1,32344.2,33,6,21.84,40,0,43,7,9,45,55,4,0,0,0,1,0,0,0,0,1,0
3868,1958,0,81756.15,44,19,566.8,55,1,37,3,4,36,64,4,0,0,0,1,0,0,0,0,1,0
3869,1974,1,67135.95,96,10,96.72,79,2,14,3,2,45,55,3,0,0,0,1,0,0,0,1,0,0
3874,1979,1,74062.83887289166,43,7,48.88,53,9,27,6,5,48,52,3,0,1,0,0,0,0,0,0,0,0
3876,1990,1,33144.3,204,10,19.76,28,25,21,16,10,65,35,5,0,0,1,0,0,0,0,1,0,0
3879,1969,1,61980.45,6,9,92.56,79,1,17,1,1,49,51,3,0,0,0,1,0,0,0,1,0,0
3880,1939,0,115319.4,63,28,1332.24,23,15,44,5,13,11,89,5,0,0,0,0,0,0,0,0,1,0
3888,1975,1,57034.95,4,13,95.68,72,2,22,2,2,64,36,4,0,0,0,0,0,0,0,0,0,0
3895,1951,1,92207.85,17,21,565.76,54,4,36,2,4,49,51,3,0,0,1,0,0,0,0,1,0,0
3899,1952,1,97863.15,44,18,453.44,60,1,33,1,5,38,62,4,0,0,0,0,1,0,1,0,0,0
3901,1985,1,53553.15,23,13,153.92,45,4,44,3,3,60,40,3,0,1,0,0,0,1,0,0,0,0
3904,1975,1,69405.0,32,11,123.76,46,1,29,11,14,44,56,4,0,0,0,1,0,0,0,0,0,0
3905,1946,1,112344.75,13,37,1528.8,69,2,24,3,2,52,48,5,0,1,0,1,0,0,0,0,1,0
3910,1965,1,86663.85,77,25,737.36,85,1,12,1,1,50,50,2,0,0,0,1,0,0,0,0,0,0
3915,1955,1,107837.1,23,29,1202.24,71,5,21,3,0,30,70,5,0,0,0,1,0,0,0,0,1,0
3917,1991,1,28569.45,80,11,41.6,7,26,50,13,4,66,34,5,0,1,0,0,0,0,0,1,0,0
3925,1964,1,103324.2,16,28,996.32,77,4,16,2,1,42,58,4,0,0,0,1,0,0,0,1,0,0
3932,1996,1,27989.85,94,11,66.56,9,23,18,50,1,45,55,4,0,0,1,0,0,0,0,0,0,0
3933,1982,1,71749.65,28,26,684.32,52,5,35,4,5,61,39,4,0,0,1,0,0,0,0,0,1,0
3934,1979,1,58151.1,36,11,126.88,75,4,20,1,0,49,51,4,0,0,0,1,0,0,0,1,0,0
3936,1947,0,94386.6,24,36,1668.16,59,0,36,2,3,19,81,5,1,1,0,1,0,0,0,0,0,1
3949,1949,0,112929.6,83,47,2506.4,54,6,27,6,7,10,90,5,1,0,0,0,0,0,1,0,0,0
3951,1981,1,55969.2,41,22,509.6,56,6,33,3,2,57,43,3,0,0,0,1,0,0,0,0,1,0
3957,1972,1,62362.65,64,11,94.64,41,7,44,6,2,63,37,3,0,1,0,0,0,0,0,0,0,0
3958,1991,1,33808.95,82,6,42.64,50,13,27,6,3,25,75,3,0,0,0,1,0,0,0,0,0,0
3959,1967,1,54352.2,56,10,95.68,77,0,12,2,9,47,53,3,0,0,0,1,0,0,1,0,0,0
3964,1995,1,30229.5,61,14,123.76,19,11,25,32,14,61,39,3,0,0,1,0,0,0,0,0,0,0
3966,1970,1,64881.6,28,18,352.56,69,6,17,2,6,60,40,4,0,0,1,0,0,0,0,0,1,0
3972,1977,1,46594.8,26,12,75.92,71,2,25,2,0,62,38,2,0,0,0,0,0,1,0,0,1,0
3980,1941,0,126762.3,43,40,2125.76,36,4,51,3,6,7,93,4,0,0,0,1,0,0,0,0,0,1
3981,1961,1,79746.45,60,19,400.4,76,1,20,2,1,54,46,5,0,0,0,1,0,0,1,0,0,0
3982,1981,1,70829.85,50,25,681.2,51,7,34,8,1,59,41,4,0,1,0,1,0,0,0,1,0,0
3989,1960,1,68176.5,57,18,455.52,74,2,18,3,3,32,68,4,0,1,0,0,1,0,0,1,0,0
3990,1977,1,66910.2,18,10,42.64,68,3,22,3,4,62,38,2,0,1,0,1,0,0,0,0,0,0
3996,1948,0,110345.55,46,31,1468.48,20,11,47,11,11,21,79,4,0,0,0,1,0,0,0,1,0,0
3997,1957,1,99758.4,91,26,1068.08,66,1,27,5,2,22,78,5,0,0,0,1,0,0,0,0,0,1
4006,1980,1,68239.5,21,16,352.56,20,25,29,24,2,35,65,4,0,0,1,0,0,0,0,0,1,0
4015,1984,1,33827.85,3,6,16.64,30,8,45,7,10,51,49,3,0,0,0,1,0,0,0,0,1,0
4025,1960,1,80632.65,65,7,126.88,55,5,22,0,18,29,71,4,0,0,0,1,0,0,0,0,1,0
4026,1989,1,49155.75,77,14,158.08,25,11,32,14,18,55,45,4,0,1,1,0,0,0,0,1,0,0
4029,1987,0,55137.6,87,24,678.08,55,0,38,1,6,47,53,2,0,0,0,1,0,0,0,1,0,0
4030,1968,1,77889.0,83,26,791.44,78,2,14,1,6,51,49,4,0,0,0,0,0,0,1,0,0,0
4032,1989,1,29896.65,65,10,30.16,33,10,43,4,9,56,44,3,0,0,0,1,0,0,0,0,1,0
4033,1993,0,32245.5,86,15,230.88,20,3,38,20,19,47,53,4,0,0,0,1,0,0,0,0,0,0
4039,1997,1,42829.5,33,8,34.32,10,5,23,20,41,45,55,5,0,1,1,0,0,0,0,0,0,0
4044,1969,1,76906.2,58,16,226.72,87,4,7,1,1,61,39,4,0,0,0,0,0,0,0,1,0,0
4045,1975,1,55305.6,386,4,11.44,55,3,34,3,5,36,64,2,0,0,0,1,0,0,0,1,0,0
4046,1961,1,75307.05,49,20,570.96,62,0,28,8,2,44,56,4,0,0,0,0,0,0,0,0,1,0
4047,1973,1,63116.55,13,18,362.96,76,1,22,1,0,44,56,2,0,0,0,0,1,0,0,1,0,0
4055,1944,0,88421.55,74,37,1792.96,56,2,34,4,5,10,90,5,0,1,0,0,1,0,0,1,0,0
4061,1966,1,74062.83887289166,95,18,355.68,93,0,6,0,0,65,35,3,0,1,0,1,0,0,1,0,0,0
4062,1950,0,104240.85,29,24,924.56,31,9,37,6,17,36,64,4,0,0,1,0,0,0,0,1,0,0
4066,1965,1,91336.35,79,14,351.52,80,1,16,1,2,41,59,3,0,0,0,1,0,0,0,1,0,0
4069,1985,1,50836.8,2,8,41.6,43,9,28,10,11,51,49,4,0,0,0,0,1,0,0,0,0,0
4079,1938,1,132255.9,5,35,1532.96,68,8,15,9,0,50,50,5,0,0,0,0,0,0,0,1,0,0
4090,1938,0,98889.0,63,19,804.96,24,7,53,10,6,8,92,5,0,0,0,1,0,0,0,1,0,0
4093,1976,1,53739.0,57,12,93.6,60,5,29,2,5,59,41,4,0,0,0,0,1,0,0,1,0,0
4099,1978,1,57096.9,58,14,191.36,53,4,35,4,4,48,52,2,0,0,0,1,0,0,0,1,0,0
4100,1959,1,98723.1,51,27,1133.6,64,6,14,13,3,21,79,5,0,0,0,1,0,0,0,1,0,0
4101,1994,1,35651.7,28,8,24.96,27,29,24,11,10,54,46,3,0,1,0,0,0,0,0,1,0,0
4104,1967,1,72017.4,24,29,1003.6,80,1,17,0,2,45,55,5,0,0,0,1,0,0,0,1,0,0
4110,1979,1,57627.15,78,13,93.6,44,2,38,7,9,63,37,3,0,0,1,0,0,0,0,0,1,0
4112,1937,1,143905.65,62,30,1532.96,58,5,28,3,6,9,91,5,0,0,0,1,0,0,0,1,0,0
4113,1956,1,80876.25,3,27,925.6,65,7,23,2,3,30,70,5,0,0,0,1,0,0,1,0,0,0
4114,1981,1,41771.1,81,9,38.48,63,1,29,4,2,53,47,3,0,0,0,0,0,0,0,1,0,0
4117,1991,1,24629.85,58,10,31.2,22,7,46,11,14,63,37,3,0,1,0,1,0,0,0,0,0,0
4121,1975,1,68602.8,79,13,191.36,44,4,43,7,2,49,51,5,0,0,0,1,0,0,0,0,1,0
4122,1985,1,43267.35,21,8,42.64,32,9,50,1,8,55,45,2,0,0,0,1,0,0,0,1,0,0
4130,1970,1,66630.9,46,14,193.44,69,1,28,1,1,49,51,3,0,1,0,0,0,1,0,0,1,0
4131,1945,0,115164.0,65,33,1660.88,46,8,32,0,13,9,91,5,1,0,1,0,0,0,1,0,0,0
4133,1950,0,102225.9,22,37,1791.92,49,8,38,2,3,17,83,5,0,0,0,0,1,0,0,0,1,0
4134,1988,1,77548.8,39,19,361.92,41,9,29,14,7,73,27,4,0,0,0,1,0,0,0,0,1,0
4135,1974,1,63228.9,126,6,20.8,81,0,18,0,0,45,55,3,0,0,0,0,1,0,0,0,0,0
4140,1979,1,74062.83887289166,2,10,67.6,53,12,20,2,13,42,58,3,0,0,1,0,0,0,0,0,1,0
4141,1984,1,51280.95,8,12,67.6,55,1,25,14,5,69,31,4,0,1,0,0,0,0,0,0,1,0
4144,1944,0,106171.8,37,30,1324.96,57,2,35,1,5,14,86,5,0,1,0,0,1,0,0,1,0,0
4150,1964,1,85789.2,17,22,614.64,81,2,13,2,2,44,56,3,0,0,0,1,0,0,0,0,0,0
4159,1987,0,55071.45,85,5,43.68,30,22,29,4,15,31,69,3,0,0,0,0,1,0,0,0,0,0
4163,1961,1,78739.5,26,17,405.6,89,0,9,1,1,34,66,2,0,0,0,1,0,0,0,0,0,0
4164,1941,0,120034.95,66,22,985.92,34,7,26,13,20,12,88,2,0,0,0,1,0,0,1,0,0,0
4165,1973,1,67910.85,39,27,747.76,80,1,16,3,0,55,45,4,0,0,0,1,0,0,0,0,0,0
4167,1945,1,126358.05,25,28,1053.52,33,15,33,1,18,44,56,5,0,1,0,1,0,0,0,0,0,0
4170,1978,0,62993.7,100,15,315.12,40,13,27,9,10,39,61,3,0,0,0,1,0,0,0,0,1,0
4175,1951,1,95631.9,41,14,411.84,58,10,27,2,3,29,71,4,0,0,0,0,0,1,0,1,0,0
4178,1949,0,102988.2,82,37,1794.0,32,8,52,6,3,15,85,4,0,1,0,0,0,1,0,1,0,0
4180,1943,0,117373.2,36,37,1867.84,61,4,34,1,1,16,84,5,0,0,0,0,1,0,0,1,0,0
4183,1956,0,92183.7,68,27,1063.92,55,8,27,6,4,28,72,5,0,0,0,0,1,0,0,1,0,0
4189,1986,1,55244.7,22,16,230.88,45,5,38,4,8,63,37,5,0,0,0,0,1,0,0,1,0,0
4192,1982,1,51581.25,13,11,43.68,26,8,47,10,9,76,24,4,0,0,0,0,0,0,0,0,1,0
4202,1971,1,52687.95,41,13,195.52,91,1,7,1,0,56,44,4,0,1,0,1,0,0,0,0,1,0
4217,1988,1,36258.6,74,7,45.76,36,11,22,10,21,37,63,3,0,0,0,1,0,0,0,1,0,0
4222,1972,1,66512.25,9,29,993.2,45,8,28,9,11,41,59,5,0,0,0,1,0,0,0,0,1,0
4226,1989,1,32615.1,61,11,72.8,12,32,30,12,14,53,47,4,0,0,0,0,0,0,0,0,0,0
4232,1955,1,108871.35,97,36,1536.08,68,4,18,6,4,37,63,5,0,0,0,0,0,1,0,0,1,0
4246,1947,0,90921.6,46,26,1118.0,18,8,64,0,10,17,83,5,0,0,0,1,0,0,0,0,1,0
4247,1939,0,128895.9,95,48,2505.36,28,16,36,4,15,14,86,5,1,0,0,0,0,0,1,0,0,0
4250,1940,0,110886.3,73,47,2383.68,22,10,51,6,12,15,85,4,1,0,0,0,0,0,0,0,1,0
4254,1995,1,22707.3,8,11,63.44,6,32,12,48,2,55,45,3,0,0,1,0,0,0,0,0,0,0
4257,1965,1,78756.3,21,25,629.2,96,0,4,0,0,62,38,5,0,0,0,0,0,1,0,1,0,0
4262,1987,1,29090.25,89,13,79.04,51,18,23,3,5,65,35,3,0,0,0,1,0,0,0,0,1,0
4266,1937,0,111661.2,31,22,933.92,24,14,41,19,2,12,88,5,0,0,0,0,0,0,0,0,0,1
4272,1981,1,57428.7,12,9,54.08,28,14,18,9,32,61,39,5,0,0,0,1,0,0,0,0,1,0
4273,1972,1,94817.1,1,18,405.6,71,4,20,3,1,55,45,5,0,0,0,1,0,0,0,0,0,0
4275,1980,1,52992.45,93,12,121.68,32,6,54,2,6,52,48,3,0,1,0,1,0,0,0,0,0,0
4276,1953,0,89171.25,62,31,1197.04,78,3,16,3,0,41,59,5,0,0,0,1,0,0,0,0,0,0
4278,1962,1,76374.9,60,20,509.6,83,1,15,1,0,48,52,3,0,0,0,0,0,1,1,0,0,0
4281,1990,1,49869.75,31,16,270.4,38,5,42,13,1,61,39,4,0,0,0,1,0,0,0,1,0,0
4282,1963,0,94726.8,15,34,1467.44,95,0,4,1,0,33,67,4,0,0,0,0,1,0,0,1,0,0
4285,1985,1,32443.95,94,11,55.12,35,3,47,5,10,52,48,3,0,1,0,0,0,0,0,0,1,0
4293,1960,0,89502.0,90,30,1193.92,67,2,29,1,2,29,71,5,1,0,0,1,0,0,0,1,0,0
4294,1957,1,100095.45,24,20,744.64,50,7,31,2,9,21,79,2,0,0,0,1,0,0,0,1,0,0
4303,1945,0,123492.6,60,35,1802.32,32,15,33,8,12,13,87,5,0,1,0,1,0,0,0,0,0,1
4315,1954,1,107717.4,46,32,1320.8,69,4,15,4,8,45,55,5,0,0,0,1,0,0,0,1,0,0
4320,1996,1,28271.25,64,9,34.32,3,15,24,27,31,58,42,2,0,0,1,0,0,0,0,0,0,0
4321,1973,1,77533.05,25,17,356.72,64,4,27,1,4,47,53,4,0,0,0,0,1,0,0,1,0,0
4326,1945,0,118592.25,82,44,2126.8,74,3,22,0,1,37,63,5,0,0,0,0,0,1,0,1,0,0
4327,1947,0,103374.6,73,38,1933.36,58,3,30,1,7,16,84,5,0,1,0,0,1,0,1,0,0,0
4333,1960,1,97245.75,2,31,1329.12,49,1,31,10,9,28,72,5,0,1,0,1,0,0,0,0,1,0
4339,1960,1,75288.15,34,28,1068.08,43,4,33,13,7,28,72,4,0,0,0,1,0,0,0,0,1,0
4342,1983,1,56140.35,73,18,362.96,49,1,37,6,7,58,42,4,0,0,0,1,0,0,0,0,0,0
4345,1983,1,57908.55,345,6,19.76,24,23,29,4,21,45,55,3,0,0,0,0,0,0,0,0,0,0
4355,1962,1,81448.5,20,24,792.48,85,1,13,0,1,42,58,5,0,0,0,1,0,0,0,1,0,0
4359,1974,1,75905.55,32,21,625.04,84,0,15,0,0,47,53,4,1,0,0,0,1,0,0,0,1,0
4361,1980,1,64617.0,3,6,16.64,71,1,23,3,2,61,39,2,0,0,0,0,1,0,0,1,0,0
4362,1990,1,47445.3,59,9,56.16,25,16,40,9,10,56,44,4,0,0,0,1,0,0,0,1,0,0
4363,1961,1,83732.25,36,28,864.24,72,2,17,3,5,63,37,4,0,0,0,0,0,0,1,0,0,0
4366,1979,1,55051.5,188,8,19.76,59,5,30,5,1,60,40,2,0,1,0,0,1,0,0,1,0,0
4367,1948,0,116737.95,21,34,1726.4,12,13,66,2,7,10,90,5,0,0,0,1,0,0,0,1,0,0
4373,1948,0,103947.9,41,29,1393.6,28,18,36,6,11,11,89,4,0,1,1,0,0,0,0,0,1,0
4376,1957,1,100097.55,12,26,986.96,49,26,14,11,0,36,64,5,0,0,0,1,0,0,0,1,0,0
4382,1994,1,36341.55,1,9,32.24,15,9,40,19,17,48,52,4,0,0,1,0,0,0,0,0,0,0
4385,1952,1,59610.6,61,10,157.04,92,1,5,1,1,36,64,5,0,0,0,1,0,0,0,0,0,0
4388,1945,0,110626.95,45,41,1993.68,62,5,30,2,2,21,79,5,0,1,0,1,0,0,0,0,0,1
4390,1989,1,30821.7,166,9,9.36,24,7,37,15,17,77,23,2,0,0,0,1,0,0,0,0,0,0
4392,1960,1,66754.8,80,18,456.56,37,14,19,17,13,32,68,3,0,1,1,0,0,0,0,1,0,0
4395,1953,1,94285.8,23,33,1521.52,53,10,32,5,0,18,82,4,0,0,0,0,0,0,0,1,0,0
4396,1955,1,99260.7,13,35,1525.68,65,4,23,4,4,29,71,4,0,0,0,0,0,0,0,0,0,0
4397,1995,1,29676.15,76,10,39.52,12,21,15,38,14,64,36,4,0,1,1,0,0,0,0,0,0,0
4399,1947,0,102826.5,10,20,615.68,40,18,32,3,7,46,54,2,0,0,0,0,0,0,0,1,0,0
4401,1963,0,87377.85,11,18,451.36,85,2,12,0,1,50,50,3,0,0,0,1,0,0,0,1,0,0
4402,1943,0,130524.45,59,47,2250.56,54,0,36,4,6,36,64,5,0,0,0,1,0,0,0,1,0,0
4405,1960,1,97230.0,45,23,683.28,53,4,32,1,10,47,53,3,0,0,0,0,1,0,0,1,0,0
4409,1941,0,119430.15,78,39,1990.56,34,7,49,0,10,13,87,5,0,1,0,0,0,0,0,0,1,0
4415,1953,0,85313.55,11,21,733.2,36,12,21,17,14,22,78,3,0,0,0,1,0,0,0,0,0,0
4416,1964,1,88667.25,20,21,500.24,96,0,4,0,0,58,42,3,1,0,0,0,0,1,0,0,1,0
4421,1972,1,69560.4,23,9,96.72,47,4,33,6,10,53,47,4,0,0,1,0,0,0,0,0,0,0
4425,1993,1,34575.45,91,9,57.2,37,18,27,13,6,37,63,4,0,0,0,1,0,0,0,0,0,0
4428,1991,0,35802.9,16,9,39.52,22,16,41,7,13,55,45,5,0,0,0,1,0,0,0,0,1,0
4431,1990,1,24000.9,96,12,45.76,43,5,44,1,6,58,42,4,0,0,0,1,0,0,0,1,0,0
4433,1958,1,74062.83887289166,21,14,365.04,44,12,26,8,10,34,66,4,0,0,0,1,0,0,0,1,0,0
4439,1995,1,29794.8,76,9,29.12,7,20,32,12,30,62,38,5,0,0,1,0,0,0,0,0,0,0
4442,1996,1,21077.7,76,10,46.8,14,28,7,36,15,35,65,3,0,0,1,0,0,0,0,0,1,0
4443,1944,0,110347.65,73,41,1993.68,29,6,29,9,28,22,78,5,1,0,0,0,0,0,0,0,1,0
4447,1962,1,81153.45,39,17,398.32,60,2,36,1,0,37,63,4,0,1,0,0,0,0,0,0,0,0
4449,1980,1,63389.55,84,14,189.28,53,2,35,6,5,53,47,4,0,0,0,0,1,0,1,0,0,0
4451,1978,1,52797.15,213,6,16.64,46,1,35,8,10,49,51,5,0,0,0,0,0,0,0,1,0,0
4458,1951,1,119212.8,91,36,1735.76,74,1,22,1,2,29,71,4,0,1,0,0,0,1,0,0,1,0
4463,1977,1,57567.3,80,10,61.36,41,4,39,1,15,52,48,2,0,0,0,0,0,0,0,1,0,0
4464,1958,1,98728.35,72,26,920.4,56,8,21,10,5,33,67,5,0,0,0,1,0,0,0,0,1,0
4468,1981,1,62859.3,66,15,190.32,31,13,44,8,4,55,45,5,0,0,1,0,0,0,0,1,0,0
4472,1943,0,103917.45,33,36,1531.92,52,7,17,16,8,44,56,5,0,1,0,1,0,0,0,0,1,0
4474,1966,1,72724.05,78,19,455.52,79,3,16,0,2,50,50,3,0,1,0,1,0,0,0,0,1,0
4476,1976,1,81031.65,35,23,740.48,70,1,27,1,1,37,63,2,0,0,0,1,0,0,0,0,0,0
4477,1952,0,98899.5,66,41,1863.68,68,6,17,1,8,43,57,5,0,0,0,0,1,0,0,0,1,0
4479,1996,0,25852.05,82,9,28.08,7,12,17,43,21,68,32,5,0,0,1,0,0,0,0,0,1,0
